rank	human_gene_symbol	composite_score	score_mouse_csf	score_human_csf	score_ev	score_brain	score_autophagy	penalties	n_mouse_csf_datasets	mouse_csf_best_tier	d11_tier	d12_validated	d10_detected	d6_brain_detected	d9_isf_detected	ev_present	in_r1	r1_category	r1_tier	is_ambiguous_group	orthology_ambiguous	likely_plasma_derived	feasibility_tier	n_conserved_proteotypic	n_proteotypic_human	n_proteotypic_mouse	module_id	is_hub	module_connectivity	inclusion_count
149	HPX	0.730624	0.997024	1.1	0.513681	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					99.0	False	0.5054735579721863	3
150	BSG	0.729616	0.816445	1.1	0.955049	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					345.0	False	0.0	0
151	MINPP1	0.729555	0.920958	1.1	0.69316	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					628.0	False	0.0	0
152	APOA4	0.729007	1.0	1.1	0.490065	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					99.0	False	0.4289708260860577	2
153	PPIB	0.728938	0.852755	1.1	0.857492	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					949.0	False	0.4627459400676758	0
154	DBI	0.727988	0.895861	1.1	0.740228	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					1002.0	False	0.0	0
155	LAMB2	0.727799	0.825595	1.1	0.914007	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					949.0	False	0.424551283964468	0
156	QDPR	0.726892	0.807828	1.1	0.949349	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.3771801678661253	0
157	BLVRB	0.726191	0.942027	1.1	0.60684	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					418.0	False	0.0	0
158	DLD	0.726184	0.857309	1.1	0.818567	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					799.0	False	0.0	0
159	PGM1	0.725193	0.826246	1.1	0.886319	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					478.0	False	0.0	0
160	CAST	0.725146	0.415179	1.0	0.463518	1.0	0.7	0.0	3	A	A	True	False	True	False	True	True	Positive regulator of Autophagy	upstream_regulators	False	False	False	II	0.0	37.0	155.0	491.0	False	0.0	0
161	GLUL	0.724887	0.965282	1.0	0.835668	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					463.0	False	0.0	0
162	TAGLN2	0.724311	0.792359	1.1	0.962215	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					472.0	False	0.0	0
163	AP2B1	0.723469	0.8	1.1	0.934691	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					951.0	True	0.5317993682810898	0
164	ITIH3	0.722301	0.788095	1.1	0.952769	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					97.0	False	0.4809877096387404	0
165	MRC2	0.722094	0.842774	1.1	0.814007	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					117.0	False	0.0	0
166	EFEMP1	0.72087	0.927976	1.1	0.588762	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.4993161950732239	0
167	PLXNB2	0.72065	0.821429	1.1	0.852932	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4171315406462495	0
168	PLD3	0.720581	0.77392	1.1	0.97101	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					951.0	True	0.5174767498038804	0
169	MIF	0.720453	0.88624	1.0	0.988925	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					75.0	False	0.3305542854609643	0
170	ABCA2	0.720431	0.200097	1.1	0.404072	1.0	0.8	0.0	3	A	A	True	True	True	False	True	True		default	False	False	False	I	160.0	291.0	271.0	951.0	False	0.4556798534687764	0
171	LMAN2	0.720348	0.877353	1.1	0.710098	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.403747502074099	0
172	ACE	0.719972	0.988095	1.0	0.729479	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					549.0	False	0.4836207697952283	0
173	GUSB	0.719093	0.183929	1.0	0.731107	1.0	0.8	0.0	3	A	A	True	False	True	False	True	True		default	False	False	False	I	7.0	71.0	82.0				0
174	EXTL2	0.718828	0.793618	1.1	0.904235	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4998282475927099	0
175	DSTN	0.718401	0.902658	1.0	0.927362	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					490.0	False	0.0	0
176	IGFBP4	0.718106	0.85933	1.1	0.732736	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.4364733841573999	0
177	WDR1	0.717304	0.8799	1.0	0.97329	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					481.0	False	0.4092488759629398	0
178	ALDOC	0.717237	0.857807	1.1	0.72785	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.4045765373328501	0
179	THBS4	0.716139	0.769767	1.1	0.936971	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					835.0	False	0.0	0
180	UCHL1	0.716063	0.750831	1.1	0.98355	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					252.0	False	0.0	0
181	PGD	0.715677	0.880233	1.0	0.956189	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False					413.0	False	0.0	0
182	SERPINC1	0.715572	0.857143	1.1	0.712866	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					99.0	False	0.4926548105701701	0
183	GPX3	0.714305	0.953571	1.1	0.459121	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					824.0	False	0.2958541679431321	0
184	FSTL1	0.714117	0.821678	1.1	0.786971	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.3213027606827177	0
185	STAT1	0.714036	0.21875	1.0	0.843485	1.0	0.7	0.0	2	A	A	False	False	True	False	True	True	Negative regulator of Autophagy genes	upstream_regulators	False	False	False	I	49.0	147.0	143.0				0
186	VCL	0.713843	0.888206	1.0	0.917915	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					481.0	False	0.4084482524147396	0
187	BTD	0.713836	0.886808	1.1	0.621336	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4149511261902547	0
188	LRRC4B	0.713794	0.850748	1.1	0.711075	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	True	0.5285566254974207	0
189	VPS35	0.713018	0.434025	0.7	0.945114	1.0	0.8	0.0	5	A	B	False	False	True	True	True	True		default	False	False	False	I	129.0	145.0	144.0				0
190	SIAE	0.712779	0.276786	1.1	0.135831	1.0	0.8	0.0	2	A	A	True	True	True	False	True	True		default	False	False	False	I	8.0	54.0	51.0	824.0	False	0.4720897688203313	0
191	FBLN1	0.712732	0.85119	1.0	0.999349	1.0	0.0	0.0	6	A	A	True	False	True	False	True	False			False	False	False					995.0	False	0.0	0
192	SERPINI1	0.712532	0.967262	1.1	0.407166	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	True	0.5552727392787545	1
193	CLSTN3	0.712446	0.870238	1.1	0.64886	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4018854374451673	0
194	ARSG	0.712048	0.448194	1.0	0.0	1.0	0.8	0.0	4	A	A	True	False	True	False	False	True		default	False	False	False	I	11.0	47.0	43.0	994.0	False	0.0	0
195	B4GAT1	0.711994	0.858333	1.1	0.674104	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	True	0.5531341931234058	0
196	ACTN4	0.711968	0.900512	1.0	0.868404	1.0	0.0	0.0	7	A	A	False	False	True	True	True	False			False	False	False					465.0	False	0.0	0
197	NEGR1	0.711149	0.972024	1.1	0.381433	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.5000460693410823	0
198	EGFR	0.710916	0.935714	1.0	0.76987	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					978.0	False	0.0	0
199	ITM2B	0.710792	0.807793	1.1	0.788436	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					667.0	False	0.3640017464714841	0
200	GLO1	0.710784	0.870432	1.0	0.931759	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					989.0	False	0.0	0
201	CHID1	0.710523	0.16131	1.0	0.701954	1.0	0.8	0.0	2	A	A	True	False	True	False	True	True		default	False	False	False	I	14.0	74.0	70.0	951.0	False	0.3870440860743941	0
202	FABP5	0.709968	0.752575	1.1	0.918241	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.3335855819351969	0
203	GPC1	0.70762	0.782793	1.1	0.819218	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False								0
204	PTPRS	0.70748	0.801841	1.1	0.770195	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	True	0.5326549231553622	0
205	SORL1	0.706378	0.75144	1.1	0.885179	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4071205918501956	0
206	AK1	0.706361	0.865116	1.0	0.900814	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					850.0	False	0.3137742520049347	0
207	CAB39	0.706336	0.252381	1.0	0.68241	1.0	0.7	0.0	3	A	A	True	False	True	True	True	True	AMPK activator	upstream_regulators	False	False	False	I	84.0	92.0	92.0	364.0	False	0.0	0
208	VGF	0.705884	0.714286	1.1	0.973127	1.0	0.0	0.0	5	A	A	True	True	True	False	True	False			False	False	False					951.0	True	0.5233363473201507	0
209	IMPA1	0.705771	0.822757	1.1	0.700814	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					914.0	False	0.4274200044497003	0
210	GPI	0.705589	0.840532	1.0	0.95456	1.0	0.0	0.0	6	A	A	True	False	True	True	True	False			False	False	False					476.0	False	0.4572053135631512	0
211	COTL1	0.705566	0.90969	1.1	0.481433	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					569.0	False	0.3208341197365847	0
212	CTSC	0.705265	0.544124	1.1	0.392345	0.0	0.8	0.0	5	A	A	True	True	False	False	True	True	JP; HMS; JPD; PLS; CPPI; DPP1; DPPI; PALS; DPP-I; PDON1	default	False	False	False	II	0.0	57.0	56.0	143.0	False	0.3527068640194117	0
213	PFN2	0.704929	0.839715	1.0	0.95	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					918.0	False	0.0	0
214	TFRC	0.704874	0.714286	1.1	0.963029	1.0	0.0	0.0	5	A	A	True	True	True	False	True	False			False	False	False					40.0	False	0.0	0
215	PSMA6	0.704659	0.820266	1.0	0.995928	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					421.0	False	0.0	0
216	NUTF2	0.704151	0.738234	1.1	0.895928	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.3469076910198858	0
217	ACP1	0.703767	0.882558	1.0	0.83127	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					646.0	False	0.0	0
218	DPP7	0.703362	0.785825	1.1	0.769055	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					949.0	False	0.4322192803203092	0
219	ENO3	0.702995	0.883056	1.0	0.822313	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False								0
220	PGLS	0.702588	0.850678	1.0	0.899186	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					473.0	False	0.3832914665094533	0
221	ACO2	0.702241	0.710853	1.1	0.945277	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					236.0	False	0.0	0
222	APOH	0.701977	0.792857	1.1	0.737622	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					563.0	False	0.0	0
223	APOD	0.700993	0.943452	1.1	0.351303	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					76.0	False	0.4481713026752585	0
224	RBP1	0.70046	0.833112	1.0	0.921824	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False					643.0	False	0.0	0
225	HSPD1	0.700005	0.689334	1.1	0.97671	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					358.0	False	0.0	0
226	TUBB	0.699992	0.680752	1.1	0.998046	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					438.0	False	0.0	0
227	EFNB3	0.699916	0.829762	1.0	0.924756	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False					951.0	False	0.3980093832201474	0
228	GFRA2	0.699084	0.832295	1.1	0.610098	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4227689468710865	0
229	IGFBP6	0.698702	0.866667	1.1	0.520358	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.4029313130522699	0
230	SEMA7A	0.698473	0.988095	1.1	0.214495	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.4861315700349579	0
231	ACTR3	0.698145	0.804762	1.0	0.969544	1.0	0.0	0.0	6	A	A	True	False	True	True	True	False			False	False	False					451.0	False	0.0	0
232	NSF	0.696696	0.718771	1.1	0.870033	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					914.0	False	0.3817819709150084	0
233	HK1	0.696157	0.825083	1.0	0.89886	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					664.0	False	0.0	0
234	ACHE	0.695862	0.849114	1.1	0.535831	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4747665590474756	0
235	PSME1	0.695309	0.815961	1.0	0.913192	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False					414.0	False	0.0	0
236	PDIA4	0.695283	0.71214	1.1	0.872476	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					553.0	False	0.3654978611180903	0
237	PDXK	0.694854	0.917137	1.0	0.6557	1.0	0.0	0.0	7	A	A	False	False	True	True	True	False			False	False	False								0
238	RNH1	0.694073	0.813621	1.0	0.906678	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False					481.0	False	0.3603042141821975	0
239	DAG1	0.693886	0.832157	1.1	0.558469	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.3876955768982847	0
240	PCMT1	0.692643	0.859302	1.1	0.478176	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					553.0	False	0.4712519267042504	0
241	DDB1	0.691235	0.662528	1.1	0.956026	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.355609947742024	0
242	IGFBP5	0.690091	0.74564	1.1	0.736808	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.4259269745646224	0
243	PLXDC2	0.689938	0.849654	1.1	0.475244	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.3225848075341732	0
244	AKR1A1	0.689658	0.845017	1.0	0.784039	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					469.0	False	0.0	0
245	PDIA6	0.689497	0.700332	1.1	0.844137	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					553.0	False	0.3298109000319916	0
246	TNR	0.689216	0.64937	1.1	0.96873	1.0	0.0	0.0	5	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.4503017604723535	0
247	PSMA3	0.688651	0.757143	1.0	0.993648	1.0	0.0	0.0	6	A	A	True	False	True	True	True	False			False	False	False					424.0	False	0.0	0
248	HPRT1	0.688521	0.692456	1.1	0.854072	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					475.0	False	0.3549702835675687	0
249	HINT1	0.688429	0.85326	1.0	0.75114	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False								0
250	PSMA5	0.687732	0.754513	1.0	0.991042	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					427.0	False	0.0	0
251	TXNDC17	0.687439	0.823893	1.0	0.814658	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					186.0	False	0.0	0
252	SEZ6L	0.687238	0.871429	1.1	0.393811	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	True	0.5299966256501752	0
253	SPTBN1	0.687194	0.781741	1.0	0.91759	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					139.0	False	0.0	0
254	YWHAH	0.686968	0.787936	1.0	0.899837	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					795.0	False	0.3420577716477111	0
255	PSMA7	0.686546	0.747356	1.0	0.997068	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					420.0	False	0.0	0
256	NPC1	0.685586	0.358631	1.0	0.209283	1.0	0.7	0.0	3	A	A	True	False	True	False	True	True	mTOR regulators	upstream_regulators	False	False	False	I	11.0	94.0	89.0	209.0	False	0.0	0
257	PREP	0.684422	0.788372	1.0	0.87329	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					923.0	False	0.0	0
258	MYL6	0.684239	0.744643	1.0	0.980782	1.0	0.0	0.0	6	A	A	True	False	True	False	True	False			False	False	False					453.0	False	0.0	0
259	FSCN1	0.683751	0.616113	1.1	0.997231	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					668.0	False	0.0	0
260	F13A1	0.682927	0.756921	1.1	0.636971	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					97.0	False	0.4078077295561584	0
261	GRN	0.682755	0.853821	1.0	0.692997	1.0	0.0	0.0	6	A	A	True	False	True	True	True	False			False	False	False					35.0	False	0.3578040569137198	0
262	BLMH	0.682566	0.635216	1.1	0.937622	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					553.0	False	0.3264718021490501	0
263	CLIC1	0.68251	0.744698	1.0	0.963355	1.0	0.0	0.0	6	A	A	True	False	True	False	True	False			False	False	False					481.0	False	0.334312232287528	0
264	MYO6	0.682318	0.138393	1.0	0.727199	1.0	0.7	0.0	2	A	A	False	False	True	False	True	True	Positive regulator of Autophagy	upstream_regulators	False	False	False	I	213.0	337.0	328.0	569.0	False	0.3086745777912328	0
265	RNASET2	0.681843	0.526786	1.1	0.201466	1.0	0.8	-0.1	4	A	A	True	True	True	False	True	True		default	True	False	False	II	0.0	54.0	35.0	951.0	False	0.1655744809560101	0
266	FGFR1	0.681776	0.782738	1.1	0.560912	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					299.0	False	0.409814153399788	0
267	HNRNPK	0.68171	0.732835	1.0	0.985016	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					437.0	False	0.3228509720711856	0
268	PTPRF	0.681587	0.665241	1.1	0.852769	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.3199291652150026	0
269	CNTFR	0.681132	0.664853	1.1	0.849186	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.4751224809812419	0
270	NFASC	0.680752	0.857143	1.1	0.364658	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					951.0	False	0.3401208043387624	0
271	NCAN	0.680656	0.875	1.1	0.319055	1.0	0.0	0.0	7	A	A	True	True	True	True	True	False			False	False	False					951.0	True	0.5289353679566007	0
272	KNG1	0.68	1.0	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					99.0	True	0.6177734375483289	0
273	TTR	0.68	1.0	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					951.0	False	0.2639844441751384	0
274	SPARCL1	0.68	1.0	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					951.0	True	0.5220047554885063	0
275	ENPP2	0.68	1.0	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					949.0	False	0.4463096526686024	0
276	AGT	0.679256	0.997024	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					951.0	False	0.3702080127295766	0
277	BCAN	0.679256	0.997024	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False								0
278	CA2	0.679169	0.996678	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					718.0	False	0.0	0
279	FN1	0.679137	1.0	1.1	0.991368	0.0	0.0	0.0	7	A	A	True	True	False	True	True	False			False	False	False					569.0	True	0.638327729968092	0
280	GPLD1	0.679018	0.946429	1.1	0.124104	1.0	0.0	0.0	7	A	A	True	True	True	False	True	False			False	False	False					99.0	False	0.4337290279522963	0
281	OLFML3	0.678823	0.665781	1.1	0.823779	1.0	0.0	0.0	5	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.2421877582579748	0
282	CP	0.678683	0.857143	1.1	0.343974	1.0	0.0	0.0	6	A	A	True	True	True	True	True	False			False	False	False					21.0	False	0.0	0
283	CD59	0.678113	0.613822	1.1	0.94658	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					299.0	True	0.5112895334261867	0
284	HNRNPA2B1	0.678101	0.734621	1.0	0.944463	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					437.0	False	0.3011380564184086	0
285	L1CAM	0.677921	0.640739	1.1	0.877362	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					951.0	False	0.507011804799162	0
286	PGK1	0.677736	0.996678	1.1	0.985668	1.0	0.0	-0.1	7	A	A	True	True	True	True	True	False			True	False	False					481.0	False	0.3724830060002207	0
287	SCG5	0.677024	0.988095	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	False	False	False			False	False	False					951.0	False	0.3516910992258423	0
288	NTM	0.67628	0.985119	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	True	False	False			False	False	False					951.0	True	0.5131419718445146	0
289	GSTM3	0.67564	0.753959	1.0	0.871498	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					299.0	False	0.3003110589534159	0
290	SOD2	0.675384	0.835216	1.0	0.665798	1.0	0.0	0.0	7	A	A	True	False	True	False	True	False			False	False	False					801.0	False	0.0	0
291	CNDP2	0.675138	0.760811	1.0	0.849349	1.0	0.0	0.0	7	A	A	True	False	True	True	True	False			False	False	False					416.0	False	0.0	0
292	OLFM1	0.674926	0.667913	1.1	0.779479	1.0	0.0	0.0	6	A	A	True	True	True	False	True	False			False	False	False					940.0	False	0.3366239848572809	0
293	LIPA	0.674643	0.178571	1.1	0.0	1.0	0.8	0.0	2	A	A	True	True	True	False	False	True	CESD, LAL	default	False	False	False	II	0.0	34.0	36.0	850.0	False	0.3889482508319723	0
294	PTPRZ1	0.674196	0.976786	1.1	0.0	1.0	0.0	0.0	7	A	A	True	True	True	False	False	False			False	False	False					951.0	True	0.5388172798179699	0
